"unitid","name","year","institution_size_category","level_of_institution","institutional_category","total_enrollment","full_time_enrollment","part_time_enrollment","full_time_equivalent_fall_enrollment","undergraduate_enrollment","first_time_degree_certificate_seeking_undergraduate_enrollment","transfer_in_degree_certificate_seeking_undergraduate_enrollment","continuing_degree_certificate_seeking_undergraduate_enrollment","nondegree_certificate_seeking_undergraduate_enrollment","full_time_undergraduate_enrollment","full_time_first_time_degree_certificate_seeking_undergraduate_enrollment","full_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","full_time_continuing_degree_certificate_seeking_undergraduate_enrollment","full_time_nondegree_certificate_seeking_undergraduate_enrollment","part_time_undergraduate_enrollment","part_time_first_time_degree_certificate_seeking_undergraduate_enrollment","part_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","part_time_continuing_degree_certificate_seeking_undergraduate_enrollment","part_time_nondegree_certificate_seeking_undergraduate_enrollment","percent_of_total_enrollment_that_are_american_indian_or_alaska_native","percent_of_total_enrollment_that_are_asian","percent_of_total_enrollment_that_are_black_or_african_american","percent_of_total_enrollment_that_are_hispanic_latino","percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander","percent_of_total_enrollment_that_are_white","percent_of_total_enrollment_that_are_two_or_more_races","percent_of_total_enrollment_that_are_race_ethnicity_unknown","percent_of_total_enrollment_that_are_nonresident_alien","percent_of_total_enrollment_that_are_asian_native_hawaiian_pacific_islander","percent_of_total_enrollment_that_are_women","full_time_first_time_degree_certificate_seeking_undergraduates_grs_cohort_as_percent_of_all_undergraduates","adult_age_25_64_enrollment_all_students","adult_age_25_64_enrollment_undergraduate","adult_age_25_64_enrollment_full_time_students","adult_age_25_64_enrollment_full_time_undergraduate","adult_age_25_64_enrollment_part_time_students","adult_age_25_64_enrollment_part_time_undergraduate","percent_of_students_enrolled_exclusively_in_distance_education_courses","percent_of_students_enrolled_in_some_but_not_all_distance_education_courses","percent_of_students_not_enrolled_in_any_distance_education_courses","number_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__out_of_state","number_of_first_time_undergraduates__foreign_countries","percent_of_first_time_undergraduates__foreign_countries","number_of_first_time_undergraduates__residence_unknown","percent_of_first_time_undergraduates__residence_unknown","student_to_faculty_ratio","degree_of_urbanization_urban_centric_locale_"
115393,"Hartnell College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9808,3047,6761,5317,9808,1892,770,5973,1173,3047,935,81,1984,47,6761,957,689,3989,1126,0,0.05,0.03,0.67,0,0.14,0.02,0.09,0,0.05,0.52,0.1,3882,3882,376,376,3506,3506,0.43,0.24,0.33,1842,0.97,0,22,0.01,28,0.01,24,"City: Midsize"
115861,"Imperial Valley College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7225,3307,3918,4622,7225,1360,110,4915,840,3307,922,36,2104,245,3918,438,74,2811,595,0,0.01,0.01,0.91,0,0.04,0.01,0.02,0,0.01,0.58,0.13,2168,2168,632,632,1536,1536,0.52,0.37,0.1,1266,0.93,0,0,0,94,0.07,32,"Rural: Fringe"
116439,"Irvine Valley College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11045,3813,7232,6241,11045,1941,928,6271,1905,3813,1293,189,2253,78,7232,648,739,4018,1827,0,0.3,0.02,0.25,0,0.3,0.06,0.03,0.04,0.3,0.49,0.12,2553,2553,377,377,2176,2176,0.34,0.44,0.22,1714,0.88,0,150,0.08,77,0.04,27,"City: Large"
117052,"Reedley College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6329,1660,4669,3228,6329,711,451,2690,2477,1660,381,72,794,413,4669,330,379,1896,2064,0,0.04,0.02,0.75,0,0.15,0.02,0.01,0,0.04,0.55,0.06,1266,1266,175,175,1091,1091,0.4,0.29,0.32,664,0.93,0,5,0.01,42,0.06,19,"Town: Distant"
117195,"Lake Tahoe Community College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2024,606,1418,1082,2024,274,330,1226,194,606,89,74,429,14,1418,185,256,797,180,0.01,0.06,0.07,0.35,0.01,0.41,0.05,0.03,0.01,0.07,0.39,0.04,1180,1180,208,208,972,972,0.59,0.16,0.25,221,0.81,0.09,11,0.04,18,0.07,15,"Rural: Fringe"
117247,"Laney College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8168,1406,6762,3676,8168,844,908,3970,2446,1406,181,127,931,167,6762,663,781,3039,2279,0,0.24,0.19,0.27,0.01,0.18,0.06,0.03,0.03,0.25,0.53,0.02,3508,3508,629,629,2879,2879,0.71,0.17,0.11,727,0.86,0,53,0.06,64,0.08,22,"City: Large"
117274,"Lassen Community College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",1610,463,1147,848,1610,252,198,942,218,463,120,65,270,8,1147,132,133,672,210,0.02,0.04,0.13,0.3,0.01,0.42,0.04,0.03,0.01,0.04,0.27,0.07,1003,1003,182,182,821,821,0.61,0.16,0.23,195,0.77,0,23,0.09,34,0.13,14,"Rural: Fringe"
117645,"Long Beach City College",2021,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21761,8242,13519,12781,21761,3676,1883,14621,1581,8242,2413,607,5097,125,13519,1263,1276,9524,1456,0,0.09,0.11,0.58,0.01,0.15,0.05,0,0,0.1,0.57,0.11,8163,8163,1879,1879,6284,6284,0.61,0.31,0.07,3545,0.96,0,13,0,118,0.03,27,"City: Large"
117690,"Los Angeles Harbor College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6815,1420,5395,3231,6815,949,1084,3454,1328,1420,465,78,841,36,5395,484,1006,2613,1292,0,0.11,0.1,0.6,0.01,0.11,0.04,0.03,0.01,0.12,0.61,0.07,2295,2295,203,203,2092,2092,0.79,0.16,0.05,897,0.95,0,28,0.03,24,0.03,25,"City: Large"
117706,"Los Angeles Pierce College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15148,3744,11404,7573,15148,2348,1419,9249,2132,3744,1180,144,2351,69,11404,1168,1275,6898,2063,0,0.09,0.05,0.48,0,0.29,0.04,0.04,0.01,0.09,0.57,0.08,4919,4919,587,587,4332,4332,0.77,0.15,0.08,2238,0.95,0,59,0.03,51,0.02,24,"City: Large"
117715,"Los Angeles Southwest College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4565,528,4037,1883,4565,506,947,2086,1026,528,137,41,330,20,4037,369,906,1756,1006,0,0.03,0.35,0.49,0,0.06,0.02,0.03,0,0.04,0.69,0.03,2093,2093,220,220,1873,1873,0.9,0.06,0.04,446,0.88,0,26,0.05,34,0.07,20,"Suburb: Large"
117724,"Los Angeles Trade Technical College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9822,1899,7923,4559,9822,1259,1530,5078,1955,1899,465,217,1108,109,7923,794,1313,3970,1846,0,0.04,0.13,0.7,0,0.07,0.02,0.02,0.01,0.05,0.48,0.05,4198,4198,631,631,3567,3567,0.71,0.1,0.19,1179,0.94,0,47,0.04,33,0.03,20,"City: Large"
117733,"Los Angeles Valley College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14018,2433,11585,6323,14018,1704,1587,7910,2817,2433,682,127,1572,52,11585,1022,1460,6338,2765,0,0.07,0.05,0.52,0,0.29,0.03,0.04,0,0.07,0.58,0.05,5651,5651,636,636,5015,5015,0.71,0.17,0.12,1624,0.95,0,51,0.03,29,0.02,21,"City: Large"
117788,"Los Angeles City College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12747,2479,10268,5926,12747,1592,2025,6877,2253,2479,614,222,1533,110,10268,978,1803,5344,2143,0,0.11,0.08,0.52,0,0.21,0.03,0.03,0.02,0.11,0.58,0.05,6281,6281,942,942,5339,5339,0.84,0.11,0.05,1455,0.91,0,87,0.05,50,0.03,25,"City: Large"
117867,"Los Angeles Mission College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8840,1424,7416,3914,8840,1057,1264,4217,2302,1424,473,77,806,68,7416,584,1187,3411,2234,0,0.05,0.03,0.75,0,0.12,0.01,0.03,0,0.05,0.61,0.05,2937,2937,284,284,2653,2653,0.83,0.12,0.05,989,0.94,0,38,0.04,30,0.03,25,"City: Large"
117894,"Los Medanos College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7859,2648,5211,4398,7859,1374,564,4981,940,2648,790,128,1692,38,5211,584,436,3289,902,0,0.12,0.12,0.43,0.01,0.21,0.07,0.04,0,0.13,0.58,0.1,2165,2165,355,355,1810,1810,0.59,0.29,0.12,1317,0.96,0,9,0.01,48,0.03,22,"Suburb: Large"
118347,"College of Marin",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4213,1001,3212,2079,4213,617,304,2663,629,1001,252,66,670,13,3212,365,238,1993,616,0,0.08,0.03,0.33,0,0.46,0.07,0.02,0.01,0.08,0.59,0.06,1659,1659,226,226,1433,1433,0.64,0.23,0.13,607,0.98,0,0,0,8,0.01,15,"Suburb: Large"
118684,"Mendocino College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3269,697,2572,1561,3269,208,235,1780,1046,697,70,71,534,22,2572,138,164,1246,1024,0.06,0.04,0.01,0.38,0,0.46,0.02,0.04,0,0.04,0.67,0.02,1147,1147,232,232,915,915,0.5,0.18,0.32,193,0.93,0,4,0.02,11,0.05,13,"Rural: Fringe"
118718,"Merced College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9282,3779,5503,5627,9282,1531,451,5755,1545,3779,1015,160,2533,71,5503,516,291,3222,1474,0,0.08,0.03,0.62,0,0.18,0.03,0.04,0,0.08,0.61,0.11,2705,2705,652,652,2053,2053,0.62,0.27,0.11,1463,0.96,0,9,0.01,59,0.04,23,"City: Small"
118772,"Merritt College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6289,980,5309,2762,6289,686,1135,2977,1491,980,120,161,616,83,5309,566,974,2361,1408,0,0.18,0.21,0.32,0.01,0.18,0.06,0.02,0.02,0.19,0.66,0.02,2958,2958,506,506,2452,2452,0.86,0.06,0.07,,,,,,,,26,"City: Large"
118912,"MiraCosta College",2021,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",11125,3933,7192,6835,11125,1786,1110,7540,689,3933,1039,295,2585,14,7192,747,815,4955,675,0,0.07,0.03,0.39,0.01,0.39,0.08,0.03,0.01,0.07,0.6,0.09,4317,4317,876,876,3441,3441,0.88,0.09,0.03,1668,0.93,0,26,0.01,92,0.05,18,"Suburb: Large"
118930,"Mission College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5910,1316,4594,2858,5910,665,683,3602,960,1316,276,143,843,54,4594,389,540,2759,906,0,0.39,0.04,0.33,0.01,0.14,0.07,0.01,0.01,0.4,0.57,0.05,2507,2507,356,356,2151,2151,0.79,0.15,0.07,635,0.95,0.01,24,0.04,1,0,16,"City: Midsize"
118976,"Modesto Junior College",2021,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",14642,4770,9872,8754,14642,2584,599,9766,1693,4770,1413,186,3031,140,9872,1171,413,6735,1553,0.01,0.07,0.03,0.53,0.01,0.34,0,0.01,0,0.08,0.62,0.1,4550,4550,781,781,3769,3769,0.44,0.41,0.16,2539,0.98,0,9,0,36,0.01,25,"City: Midsize"
119067,"Monterey Peninsula College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6828,1901,4927,3555,6828,844,705,4157,1122,1901,453,168,1229,51,4927,391,537,2928,1071,0,0.07,0.03,0.47,0.01,0.32,0.07,0.03,0,0.07,0.56,0.07,2825,2825,456,456,2369,2369,0.45,0.26,0.28,791,0.94,0,15,0.02,38,0.05,21,"Suburb: Midsize"
119137,"Moorpark College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12709,4254,8455,7093,12709,2373,1040,7923,1373,4254,1434,135,2664,21,8455,939,905,5259,1352,0,0.08,0.02,0.4,0,0.4,0.07,0.02,0,0.09,0.55,0.11,3138,3138,452,452,2686,2686,0.66,0.26,0.08,2323,0.98,0.01,0,0,29,0.01,28,"Suburb: Midsize"
119164,"Mt San Antonio College",2021,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",25540,8486,17054,14212,25540,3701,1512,17694,2633,8486,2244,541,5512,189,17054,1457,971,12182,2444,0,0.18,0.04,0.64,0,0.09,0.03,0,0.01,0.19,0.54,0.09,8267,8267,1575,1575,6692,6692,0.02,0.09,0.9,3631,0.98,0,50,0.01,5,0,21,"Suburb: Large"
119216,"Mt San Jacinto Community College District",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14035,4550,9485,7734,14035,3094,1055,8303,1583,4550,1458,299,2680,113,9485,1636,756,5623,1470,0,0.07,0.05,0.48,0,0.27,0.06,0.07,0,0.07,0.6,0.1,4985,4985,973,973,4012,4012,0.02,0.14,0.84,3024,0.98,0,52,0.02,18,0.01,25,"Suburb: Midsize"
119331,"Napa Valley College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4481,1520,2961,2514,4481,733,227,2817,704,1520,437,62,942,79,2961,296,165,1875,625,0,0.13,0.05,0.47,0.01,0.25,0.06,0.03,0,0.14,0.59,0.1,1263,1263,238,238,1025,1025,0.62,0.21,0.17,719,0.98,0,2,0,12,0.02,15,"City: Small"
120290,"Ohlone College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8267,2858,5409,4674,8267,1271,590,5068,1338,2858,746,69,1977,66,5409,525,521,3091,1272,0,0.47,0.03,0.24,0.01,0.14,0.05,0.03,0.02,0.47,0.5,0.09,2367,2367,404,404,1963,1963,0.27,0.38,0.35,1156,0.91,0,62,0.05,53,0.04,24,"Suburb: Large"
120342,"Orange Coast College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16779,6224,10555,9768,16779,3486,1564,10711,1018,6224,2188,328,3623,85,10555,1298,1236,7088,933,0,0.22,0.02,0.34,0,0.3,0.05,0.01,0.05,0.23,0.52,0.13,4720,4720,835,835,3885,3885,0.79,0.16,0.05,3111,0.89,0.02,289,0.08,19,0.01,26,"City: Midsize"
120421,"Oxnard College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6438,1476,4962,3142,6438,1095,791,3903,649,1476,503,61,900,12,4962,592,730,3003,637,0,0.05,0.02,0.73,0,0.15,0.03,0.01,0,0.06,0.55,0.08,1965,1965,261,261,1704,1704,0.82,0.12,0.06,1089,0.99,0,0,0,2,0,26,"City: Midsize"
120953,"Palo Verde College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4152,530,3622,1746,4152,469,340,2925,418,530,63,43,402,22,3622,406,297,2523,396,0.01,0.04,0.09,0.4,0.01,0.39,0.03,0.03,0,0.05,0.12,0.02,3524,3524,387,387,3137,3137,0.55,0.03,0.41,447,0.95,0,11,0.02,11,0.02,25,"Rural: Distant"
120971,"Palomar College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",17566,5331,12235,9439,17566,2353,920,10600,3693,5331,1473,247,3294,317,12235,880,673,7306,3376,0.01,0.06,0.03,0.47,0,0.34,0.06,0.02,0.01,0.07,0.49,0.08,5737,5737,809,809,4928,4928,0.74,0.14,0.12,2196,0.93,0,0,0,157,0.07,22,"Suburb: Large"
121044,"Pasadena City College",2021,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21192,7165,14027,11874,21192,3788,1345,13957,2102,7165,2408,362,4307,88,14027,1380,983,9650,2014,0,0.24,0.04,0.49,0,0.16,0.04,0.02,0.02,0.24,0.54,0.11,6736,6736,1121,1121,5615,5615,0.56,0.32,0.12,3611,0.95,0.01,142,0.04,5,0,21,"City: Midsize"
121363,"Porterville College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3623,1216,2407,2024,3623,571,203,1951,898,1216,335,33,819,29,2407,236,170,1132,869,0.01,0.03,0.01,0.79,0,0.14,0.02,0,0,0.03,0.64,0.09,935,935,187,187,748,748,0.35,0.34,0.31,559,0.98,0.02,0,0,0,0,21,"Suburb: Small"
121619,"Santa Ana College",2021,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",23936,3715,20221,11875,23936,3201,1810,15835,3090,3715,1144,253,2248,70,20221,2057,1557,13587,3020,0,0.08,0.01,0.53,0,0.19,0.02,0.16,0.01,0.08,0.41,0.05,13081,13081,751,751,12330,12330,0.21,0.2,0.59,3101,0.97,0,30,0.01,70,0.02,30,"City: Large"
121707,"College of the Redwoods",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3686,971,2715,1883,3686,454,308,2185,739,971,216,100,614,41,2715,238,208,1571,698,0.04,0.04,0.03,0.23,0,0.51,0.09,0.06,0,0.04,0.54,0.06,1726,1726,330,330,1396,1396,0.41,0.25,0.34,446,0.98,0.01,2,0,2,0,14,"Rural: Fringe"
121886,"Rio Hondo College",2021,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",15593,3886,11707,8610,15593,2351,1013,10596,1633,3886,1110,215,2472,89,11707,1241,798,8124,1544,0,0.05,0.02,0.82,0,0.05,0.01,0.05,0,0.05,0.45,0.07,6205,6205,568,568,5637,5637,0.13,0.24,0.63,2339,0.99,0,2,0,1,0,26,"Suburb: Large"
121901,"Riverside City College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",17960,5038,12922,9376,17960,3272,1563,10681,2444,5038,1818,373,2700,147,12922,1454,1190,7981,2297,0,0.07,0.07,0.66,0,0.15,0.04,0,0.01,0.07,0.61,0.1,4873,4873,596,596,4277,4277,0.54,0.3,0.16,3185,0.97,0,36,0.01,51,0.02,23,"City: Large"
122180,"Sacramento City College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18333,4091,14242,8873,18333,2856,2642,11156,1679,4091,1060,341,2641,49,14242,1796,2301,8515,1630,0,0.17,0.09,0.31,0.01,0.27,0.06,0.08,0,0.19,0.61,0.06,7052,7052,945,945,6107,6107,0.85,0.09,0.06,2745,0.96,0,32,0.01,79,0.03,25,"City: Large"
122205,"Saddleback College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",17392,5277,12115,9344,17392,2538,1510,11383,1961,5277,1340,243,3590,104,12115,1198,1267,7793,1857,0,0.12,0.02,0.29,0,0.46,0.06,0.03,0.02,0.12,0.56,0.08,5483,5483,669,669,4814,4814,0.49,0.33,0.18,2377,0.94,0,91,0.04,70,0.03,25,"Suburb: Large"
122339,"San Diego City College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12956,1687,11269,5470,12956,1488,2436,6928,2104,1687,460,239,930,58,11269,1028,2197,5998,2046,0,0.12,0.09,0.47,0,0.24,0.07,0.01,0,0.12,0.58,0.04,5303,5303,455,455,4848,4848,0.9,0.07,0.04,1462,0.98,0.01,10,0.01,0,0,22,"City: Large"
122375,"San Diego Mesa College",2021,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",18028,3553,14475,9394,18028,2195,2386,10636,2811,3553,903,319,2158,173,14475,1292,2067,8478,2638,0,0.15,0.06,0.4,0,0.29,0.08,0.01,0,0.15,0.56,0.05,6166,6166,664,664,5502,5502,0.7,0.2,0.1,2158,0.98,0.01,16,0.01,0,0,24,"City: Large"
122384,"San Diego Miramar College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13101,1690,11411,5521,13101,1344,2076,7461,2220,1690,456,203,894,137,11411,888,1873,6567,2083,0,0.2,0.05,0.31,0.01,0.33,0.08,0.02,0,0.21,0.47,0.03,5636,5636,379,379,5257,5257,0.69,0.08,0.22,1323,0.98,0.01,11,0.01,0,0,27,"City: Large"
122658,"San Joaquin Delta College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16640,6930,9710,10190,16640,2954,614,9674,3398,6930,1609,275,4800,246,9710,1345,339,4874,3152,0,0.21,0.07,0.49,0.01,0.17,0.06,0.01,0,0.21,0.6,0.1,4506,4506,1425,1425,3081,3081,0.73,0.24,0.02,2663,0.9,0,0,0,291,0.1,35,"City: Large"
122746,"San Jose City College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7326,1567,5759,3501,7326,832,862,4382,1250,1567,347,127,1051,42,5759,485,735,3331,1208,0,0.27,0.05,0.48,0.01,0.12,0.04,0.03,0.01,0.27,0.6,0.05,3004,3004,467,467,2537,2537,0.44,0.31,0.25,782,0.94,0,37,0.04,10,0.01,22,"City: Large"
122791,"College of San Mateo",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6894,1237,5657,3136,6894,1118,705,3730,1341,1237,424,74,705,34,5657,694,631,3025,1307,0,0.23,0.03,0.32,0.02,0.25,0.07,0.02,0.04,0.26,0.51,0.06,1985,1985,144,144,1841,1841,0.48,0.28,0.24,992,0.89,0,124,0.11,1,0,18,"City: Midsize"
122889,"Santa Barbara City College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12746,5514,7232,7942,12746,2619,886,7065,2176,5514,1924,350,3072,168,7232,695,536,3993,2008,0,0.05,0.02,0.35,0,0.39,0.05,0.1,0.03,0.05,0.57,0.15,3153,3153,535,535,2618,2618,0.43,0.37,0.2,2125,0.81,0,231,0.09,263,0.1,34,"City: Small"
122977,"Santa Monica College",2021,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",23408,8812,14596,14702,23408,4124,1772,15586,1926,8812,2722,501,5462,127,14596,1402,1271,10124,1799,0,0.09,0.08,0.42,0,0.26,0.05,0.04,0.05,0.09,0.57,0.12,7659,7659,1420,1420,6239,6239,0.26,0.44,0.3,,,,,,,,27,"City: Small"
123013,"Santa Rosa Junior College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14967,4236,10731,7839,14967,1389,669,10858,2051,4236,687,134,3339,76,10731,702,535,7519,1975,0.01,0.04,0.02,0.39,0,0.42,0.05,0.06,0.01,0.05,0.57,0.05,5552,5552,769,769,4783,4783,0.61,0.24,0.15,1314,0.95,0,33,0.02,42,0.03,17,"City: Midsize"
123217,"College of the Sequoias",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11928,4482,7446,6982,11928,1794,520,7232,2382,4482,1221,160,2963,138,7446,573,360,4269,2244,0,0.03,0.02,0.7,0,0.2,0.03,0.02,0,0.03,0.6,0.1,3103,3103,680,680,2423,2423,0.39,0.36,0.25,1777,0.99,0.01,0,0,0,0,27,"City: Midsize"
123299,"Shasta College",2021,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",7075,2519,4556,4358,7075,463,311,4305,1996,2519,286,129,2030,74,4556,177,182,2275,1922,0.02,0.04,0.02,0.18,0,0.63,0.08,0.03,0,0.04,0.62,0.04,2382,2382,781,781,1601,1601,0.59,0.2,0.21,399,0.86,0,8,0.02,56,0.12,23,"Suburb: Midsize"
123341,"Sierra College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15773,5553,10220,8984,15773,2183,786,9878,2926,5553,1419,257,3788,89,10220,764,529,6090,2837,0.01,0.08,0.03,0.24,0,0.55,0.07,0.02,0,0.08,0.56,0.09,4144,4144,747,747,3397,3397,0.67,0.19,0.14,2165,0.99,0.01,2,0,0,0,23,"Suburb: Large"
123484,"College of the Siskiyous",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",1329,523,806,794,1329,206,118,725,280,523,137,93,282,11,806,69,25,443,269,0.03,0.04,0.04,0.19,0,0.58,0.08,0.03,0.01,0.04,0.51,0.1,537,537,136,136,401,401,0.46,0.22,0.32,153,0.74,0.19,14,0.07,0,0,16,"Town: Remote"
123509,"Skyline College",2021,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",7776,1193,6583,3850,7776,907,723,4034,2112,1193,309,53,795,36,6583,598,670,3239,2076,0,0.33,0.02,0.32,0.02,0.19,0.06,0.02,0.03,0.35,0.54,0.04,2105,2105,239,239,1866,1866,0.56,0.14,0.3,814,0.9,0,92,0.1,0,0,22,"Suburb: Large"
123527,"San Bernardino Valley College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9913,2391,7522,4916,9913,1382,914,6282,1335,2391,646,238,1304,203,7522,736,676,4978,1132,0,0.05,0.1,0.68,0,0.11,0.04,0.01,0,0.06,0.62,0.07,4482,4482,700,700,3782,3782,0.67,0.24,0.09,,,,,,,,19,"City: Midsize"
123563,"Solano Community College",2021,"5,000 - 9,999","Four or more years","Degree-granting, not primarily baccalaureate or above",8105,2436,5669,4724,8105,1174,540,5228,1163,2436,661,113,1621,41,5669,513,427,3607,1122,0,0.16,0.12,0.34,0.01,0.24,0.1,0.02,0,0.17,0.58,0.08,2904,2904,458,458,2446,2446,0.83,0.12,0.05,1167,0.99,0,3,0,0,0,24,"Suburb: Midsize"
123800,"Southwestern College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15985,6001,9984,9353,15985,2515,870,10900,1700,6001,1577,298,4043,83,9984,938,572,6857,1617,0,0.11,0.04,0.7,0,0.08,0.04,0.01,0,0.11,0.56,0.1,5094,5094,1102,1102,3992,3992,0.28,0.35,0.38,2265,0.9,0,0,0,250,0.1,22,"City: Large"
124113,"Taft College",2021,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3943,852,3091,1890,3943,708,395,2105,735,852,216,64,535,37,3091,492,331,1570,698,0,0.03,0.04,0.64,0,0.25,0.02,0,0,0.03,0.51,0.05,1884,1884,175,175,1709,1709,0.27,0.17,0.56,696,0.98,0.02,0,0,1,0,23,"Town: Distant"
125028,"Ventura College",2021,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10741,3044,7697,5628,10741,1945,1056,6807,933,3044,1045,118,1860,21,7697,900,938,4947,912,0,0.05,0.02,0.63,0,0.23,0.05,0.02,0,0.05,0.59,0.1,3176,3176,385,385,2791,2791,0.65,0.26,0.09,1905,0.98,0.01,0,0,17,0.01,24,"City: Midsize"
125091,"Victor Valley College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10523,3004,7519,5528,10523,1652,545,6074,2252,3004,810,180,1906,108,7519,842,365,4168,2144,0,0.02,0.09,0.63,0,0.2,0.05,0.01,0,0.03,0.62,0.08,3019,3019,597,597,2422,2422,0.23,0.31,0.46,,,,,,,,28,"Suburb: Large"
125170,"Berkeley City College",2021,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5484,790,4694,2366,5484,611,837,2569,1467,790,181,69,431,109,4694,430,768,2138,1358,0,0.18,0.16,0.31,0,0.21,0.08,0.02,0.03,0.19,0.58,0.03,1942,1942,185,185,1757,1757,0.95,0.02,0.02,488,0.8,0,58,0.09,65,0.11,24,"City: Midsize"
